10.65781182,1
,1
14.7478961,2
,2
18.27868619,3
,3
2.475057616,4
,4
6.119058475,5
,5
5.449924218,6
,6
7.802080337,7
,7
14.23417841,8
,8
15.41389344,9
,9
9.46569581,10
,10
15.23875818,11
,11
19.59428889,12
,12
7.787908452,13
,13
9.677591971,14
,14
13.17521743,15
,15
14.01864146,16
,16
30.5912617,17
,17
38.15573638,18
,18
0.456472494,19
,19
3.867385769,20
,20
7.024622197,21
,21
2.84616447,22
,22
18.8690087,23
,23
25.0736586,24
,24
21.66658644,25
,25
48.48749388,26
,26
58.61075678,27
,27
4.169292721,28
,28
11.38334579,29
,29
24.41818234,30
,30
14.96739578,31
,31
30.28625472,32
,32
39.57783871,33
,33
0.339837285,34
,34
3.12306153,35
,35
5.140109821,36
,36
3.920306162,37
,37
15.39753007,38
,38
22.45064906,39
,39
23.68617418,40
,40
42.69485888,41
,41
54.83360857,42
,42
6.351542297,43
,43
14.16472216,44
,44
17.378304,45
,45
3.606676847,46
,46
35.07866175,47
,47
43.31814591,48
,48
0,49
,49
29.29817829,50
,50
37.56535564,51
,51
0.960810012,52
,52
59.0196812,53
,53
70.96873006,54
,54
35.13952712,55
,55
37.65445791,56
,56
51.10248957,57
,57
3.963450153,58
,58
31.93031022,59
,59
48.70823186,60
,60
5.008760546,61
,61
35.08872433,62
,62
41.2456065,63
,63
0,64
,64
13.9769471,65
,65
18.89524916,66
,66
0.705195152,67
,67
32.63234102,68
,68
31.81837229,69
,69
30.4254394,70
,70
53.63578043,71
,71
59.4767437,72
,72
2.014671714,73
,73
26.51352578,74
,74
36.85037948,75
,75
4.820162197,76
,76
34.80628557,77
,77
46.63249784,78
,78
0,79
,79
11.74218494,80
,80
26.65189435,81
,81
0.546829898,82
,82
35.87055638,83
,83
68.84449525,84
,84
33.8754215,85
,85
63.0697188,86
,86
70.62989218,87
,87
2.481415648,88
,88
31.6780045,89
,89
46.01420049,90
,90
22.16644806,91
,91
23.21156884,92
,92
34.74876407,93
,93
0.948128865,94
,94
16.64966496,95
,95
19.99982627,96
,96
4.992379236,97
,97
53.99699311,98
,98
57.37548977,99
,99
22.61165831,100
,100
28.75149591,101
,101
26.98890626,102
,102
20.85782482,103
,103
20.73475671,104
,104
30.87112941,105
,105
20.36096013,106
,106
38.91690391,107
,107
41.70005044,108
,108
0.940121626,109
,109
14.90450687,110
,110
19.596159,111
,111
4.179760101,112
,112
39.00815943,113
,113
37.1696242,114
,114
31.61725517,115
,115
51.21654271,116
,116
57.55128922,117
,117
16.17382734,118
,118
26.58751317,119
,119
40.41327646,120
,120
16.96531636,121
,121
34.37725511,122
,122
43.5835106,123
,123
0.828206999,124
,124
13.33632103,125
,125
26.96354436,126
,126
4.206951598,127
,127
39.80435813,128
,128
66.76359549,129
,129
38.14302674,130
,130
56.51667394,131
,131
67.97172842,132
,132
13.29271578,133
,133
32.5166032,134
,134
47.33481015,135
,135
15.4176361,136
,136
18.97417112,137
,137
16.81589184,138
,138
2.663355036,139
,139
16.04854773,140
,140
21.9766332,141
,141
7.641917878,142
,142
28.39231834,143
,143
26.6748995,144
,144
29.97543001,145
,145
36.30636065,146
,146
36.58798902,147
,147
10.54082024,148
,148
26.25688388,149
,149
28.58964812,150
,150
16.88486051,151
,151
41.29698409,152
,152
43.73298112,153
,153
0.655700656,154
,154
33.62905648,155
,155
41.48980841,156
,156
2.599454304,157
,157
66.02401389,158
,158
72.39052533,159
,159
68.84655406,160
,160
82.1847816,161
,161
80.58917239,162
,162
15.19452071,163
,163
83.87445444,164
,164
86.003404,165
,165
30.01215681,166
,166
51.39708789,167
,167
50.13634297,168
,168
2.942173839,169
,169
34.96324083,170
,170
51.01008234,171
,171
15.31942872,172
,172
81.56943098,173
,173
77.57371189,174
,174
86.68959994,175
,175
92.91423383,176
,176
97.56849953,177
,177
35.55504656,178
,178
98.73132029,179
,179
98.28722602,180
,180
5.980979595,181
,181
50.58289676,182
,182
45.08048043,183
,183
0,184
,184
42.11946098,185
,185
49.11143206,186
,186
0.705225291,187
,187
70.86219062,188
,188
66.44951759,189
,189
65.93988128,190
,190
66.07082051,191
,191
66.20793624,192
,192
6.110691586,193
,193
67.81850094,194
,194
72.63064909,195
,195
7.837919121,196
,196
46.74711139,197
,197
46.25838016,198
,198
0,199
,199
37.03037628,200
,200
43.69560153,201
,201
0.595872872,202
,202
70.54955286,203
,203
80.90409924,204
,204
70.2055639,205
,205
83.08846167,206
,206
85.14465222,207
,207
3.149733367,208
,208
78.08461533,209
,209
82.13737482,210
,210
7.782359234,211
,211
53.59986981,212
